0: (0, 0)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
546: (47, 0)(47, 1)(37, 3)(29, 1)(4, 4)(21, 3)(14, 5)(15, 0)
547: (47, 0)(48, 1)(37, 3)(29, 1)(4, 4)(21, 3)(14, 5)(15, 0)
548: (47, 0)(48, 1)(37, 3)(28, 1)(4, 4)(21, 2)(14, 5)(15, 0)
549: (48, 0)(48, 1)(37, 3)(28, 1)(4, 4)(21, 2)(14, 5)(14, 0)
550: (48, 0)(49, 1)(37, 3)(28, 1)(4, 4)(21, 2)(14, 5)(14, 0)
551: (48, 0)(49, 1)(37, 3)(27, 1)(4, 4)(21, 2)(14, 5)(14, 0)
552: (49, 0)(49, 1)(37, 3)(27, 1)(4, 4)(21, 2)(15, 5)(13, 0)
553: (49, 0)(49, 0)(37, 3)(27, 1)(4, 4)(21, 2)(15, 5)(13, 0)
554: (49, 0)(49, 0)(37, 3)(26, 1)(4, 4)(21, 2)(15, 5)(13, 0)
555: (49, 1)(49, 0)(37, 3)(26, 1)(4, 4)(21, 2)(16, 5)(12, 0)
556: (49, 1)(49, 0)(37, 3)(26, 1)(5, 4)(21, 2)(16, 5)(12, 0)
557: (49, 1)(49, 0)(37, 3)(26, 3)(5, 4)(21, 2)(16, 5)(12, 0)
558: (49, 1)(49, 0)(37, 3)(26, 3)(5, 4)(21, 2)(17, 5)(11, 0)
559: (49, 1)(49, 0)(38, 3)(26, 3)(6, 4)(21, 2)(17, 5)(11, 0)
560: (49, 1)(49, 0)(38, 3)(26, 3)(6, 4)(21, 2)(17, 5)(11, 0)
561: (49, 1)(49, 0)(38, 3)(26, 3)(6, 4)(22, 2)(18, 5)(10, 0)
562: (49, 1)(49, 0)(38, 2)(26, 3)(7, 4)(22, 2)(18, 5)(10, 0)
563: (49, 1)(49, 0)(38, 2)(26, 3)(7, 4)(22, 2)(18, 5)(10, 0)
564: (49, 1)(49, 0)(38, 2)(26, 3)(7, 4)(23, 2)(18, 2)(9, 0)
565: (49, 1)(49, 0)(38, 2)(26, 3)(8, 4)(23, 2)(18, 2)(9, 0)
566: (49, 1)(48, 0)(38, 2)(26, 3)(8, 4)(23, 2)(18, 2)(9, 0)
567: (49, 1)(48, 0)(38, 2)(26, 3)(8, 4)(24, 2)(18, 2)(8, 0)
568: (48, 1)(48, 0)(38, 2)(26, 3)(9, 4)(24, 2)(18, 2)(8, 0)
569: (48, 1)(47, 0)(38, 2)(26, 3)(9, 4)(24, 2)(18, 2)(8, 0)
570: (48, 1)(47, 0)(38, 2)(25, 3)(9, 4)(25, 2)(18, 2)(7, 0)
571: (47, 1)(47, 0)(38, 2)(25, 3)(10, 4)(25, 2)(18, 2)(7, 0)
572: (47, 1)(46, 0)(38, 2)(25, 3)(10, 4)(25, 2)(18, 2)(7, 0)
573: (47, 1)(46, 0)(38, 2)(25, 4)(10, 4)(26, 2)(18, 2)(6, 0)
574: (46, 1)(46, 0)(38, 2)(25, 4)(11, 4)(26, 2)(18, 2)(6, 0)
575: (46, 1)(45, 0)(39, 2)(25, 4)(11, 4)(26, 2)(18, 2)(6, 0)
576: (46, 1)(45, 0)(39, 2)(25, 4)(11, 4)(27, 2)(18, 2)(5, 0)
577: (45, 1)(45, 0)(39, 2)(25, 4)(12, 4)(27, 2)(19, 2)(5, 0)
578: (45, 1)(44, 0)(40, 2)(25, 4)(12, 4)(27, 2)(19, 2)(5, 0)
579: (45, 1)(44, 0)(40, 2)(25, 4)(12, 4)(27, 1)(19, 2)(4, 0)
580: (44, 1)(44, 0)(40, 2)(25, 4)(13, 4)(27, 1)(20, 2)(4, 0)
581: (44, 1)(43, 0)(40, 1)(25, 4)(13, 4)(27, 1)(20, 2)(4, 0)
582: (44, 1)(43, 0)(40, 1)(25, 4)(13, 4)(27, 1)(20, 2)(3, 0)
583: (44, 0)(43, 0)(40, 1)(25, 4)(14, 4)(27, 1)(21, 2)(3, 0)
584: (44, 0)(42, 0)(40, 1)(25, 4)(14, 4)(27, 1)(21, 2)(3, 0)
585: (44, 0)(42, 0)(40, 1)(25, 4)(14, 4)(27, 1)(21, 2)(3, 1)
586: (44, 0)(42, 0)(40, 1)(24, 4)(15, 4)(27, 1)(22, 2)(3, 1)
587: (44, 0)(41, 0)(40, 1)(24, 4)(15, 4)(27, 1)(22, 2)(3, 1)
588: (44, 0)(41, 0)(40, 1)(24, 4)(15, 4)(27, 1)(22, 2)(3, 1)
589: (44, 0)(41, 0)(40, 1)(23, 4)(16, 4)(27, 1)(23, 2)(3, 1)
590: (44, 0)(40, 0)(40, 1)(23, 4)(16, 4)(27, 1)(23, 2)(3, 1)
591: (44, 0)(40, 0)(40, 1)(23, 4)(16, 4)(27, 1)(23, 2)(3, 1)
592: (44, 0)(40, 0)(40, 1)(22, 4)(17, 4)(28, 1)(24, 2)(3, 1)
593: (44, 0)(39, 0)(40, 1)(22, 4)(17, 4)(28, 1)(24, 2)(3, 1)
594: (44, 0)(39, 0)(41, 1)(22, 4)(17, 4)(28, 1)(24, 2)(3, 1)
595: (44, 0)(39, 0)(41, 1)(22, 3)(18, 4)(28, 2)(25, 2)(3, 1)
596: (43, 0)(38, 0)(41, 1)(22, 3)(18, 4)(28, 2)(25, 2)(3, 1)
597: (43, 0)(38, 0)(42, 1)(22, 3)(18, 4)(28, 2)(25, 2)(3, 1)
598: (43, 0)(38, 0)(42, 1)(22, 3)(19, 4)(28, 2)(26, 2)(4, 1)
599: (42, 0)(37, 0)(42, 1)(22, 3)(19, 4)(28, 2)(26, 2)(4, 1)
600: (42, 0)(37, 0)(43, 1)(22, 3)(19, 4)(28, 2)(26, 2)(4, 1)
601: (42, 0)(37, 0)(43, 1)(22, 3)(20, 4)(28, 2)(26, 3)(5, 1)
602: (41, 0)(36, 0)(43, 1)(22, 3)(20, 4)(28, 2)(26, 3)(5, 1)
603: (41, 0)(36, 0)(43, 0)(22, 3)(20, 4)(28, 2)(26, 3)(5, 1)
604: (41, 0)(36, 0)(43, 0)(22, 3)(21, 4)(28, 2)(26, 3)(6, 1)
605: (40, 0)(35, 0)(43, 0)(22, 3)(21, 4)(28, 2)(26, 3)(6, 1)
606: (40, 0)(35, 0)(43, 0)(22, 3)(21, 4)(28, 2)(26, 3)(6, 1)
607: (40, 0)(35, 0)(43, 0)(22, 3)(22, 4)(28, 2)(26, 3)(7, 1)
608: (39, 0)(34, 0)(43, 0)(21, 3)(22, 4)(29, 2)(26, 3)(7, 1)
609: (39, 0)(34, 0)(43, 0)(21, 3)(22, 4)(29, 2)(26, 3)(7, 1)
610: (39, 0)(34, 0)(43, 0)(21, 3)(22, 3)(29, 2)(26, 3)(8, 1)
611: (38, 0)(33, 0)(43, 0)(20, 3)(22, 3)(30, 2)(26, 3)(8, 1)
612: (38, 0)(33, 0)(43, 0)(20, 3)(22, 3)(30, 2)(26, 3)(8, 1)
613: (38, 0)(33, 0)(43, 0)(20, 3)(22, 3)(30, 2)(26, 3)(9, 1)
614: (37, 0)(32, 0)(43, 0)(19, 3)(22, 3)(31, 2)(27, 3)(9, 1)
615: (37, 0)(32, 0)(43, 0)(19, 3)(22, 3)(31, 2)(27, 3)(9, 1)
616: (37, 0)(32, 0)(42, 0)(19, 3)(22, 3)(31, 2)(27, 3)(10, 1)
617: (37, 1)(31, 0)(42, 0)(18, 3)(22, 3)(32, 2)(28, 3)(10, 1)
618: (37, 1)(31, 0)(42, 0)(18, 3)(22, 3)(32, 2)(28, 3)(10, 1)
619: (37, 1)(31, 0)(41, 0)(18, 3)(22, 3)(32, 2)(28, 3)(11, 1)
620: (37, 1)(30, 0)(41, 0)(17, 3)(22, 3)(33, 2)(29, 3)(11, 1)
621: (37, 1)(30, 0)(41, 0)(17, 3)(22, 3)(33, 2)(29, 3)(11, 1)
622: (37, 1)(30, 0)(40, 0)(17, 3)(22, 3)(33, 2)(29, 3)(12, 1)
623: (37, 1)(29, 0)(40, 0)(17, 4)(23, 3)(34, 2)(30, 3)(12, 1)
624: (37, 1)(29, 0)(40, 0)(17, 4)(23, 3)(34, 2)(30, 3)(12, 1)
625: (37, 1)(29, 0)(39, 0)(17, 4)(23, 3)(34, 2)(30, 3)(13, 1)
626: (37, 1)(28, 0)(39, 0)(17, 4)(24, 3)(35, 2)(31, 3)(13, 1)
627: (37, 1)(28, 0)(39, 0)(17, 4)(24, 3)(35, 2)(31, 3)(13, 1)
628: (37, 1)(28, 0)(38, 0)(17, 4)(24, 3)(35, 2)(31, 3)(14, 1)
629: (37, 1)(27, 0)(38, 0)(17, 4)(24, 2)(36, 2)(32, 3)(14, 1)
630: (36, 1)(27, 0)(38, 0)(17, 4)(24, 2)(36, 2)(32, 3)(14, 1)
631: (36, 1)(27, 0)(37, 0)(17, 4)(24, 2)(36, 2)(32, 3)(15, 1)
632: (36, 1)(26, 0)(37, 0)(17, 4)(24, 2)(37, 2)(32, 2)(15, 1)
633: (35, 1)(26, 0)(37, 0)(17, 4)(24, 2)(37, 2)(32, 2)(15, 1)
634: (35, 1)(26, 0)(36, 0)(17, 4)(24, 2)(37, 2)(32, 2)(16, 1)
635: (35, 1)(25, 0)(36, 0)(17, 4)(24, 2)(37, 2)(32, 2)(16, 1)
636: (34, 1)(25, 0)(36, 0)(16, 4)(24, 2)(37, 2)(32, 2)(16, 1)
637: (34, 1)(25, 0)(35, 0)(16, 4)(24, 2)(37, 2)(32, 2)(17, 1)
638: (34, 1)(24, 0)(35, 0)(16, 4)(24, 2)(37, 2)(32, 2)(17, 1)
639: (34, 2)(24, 0)(35, 0)(15, 4)(24, 2)(37, 2)(32, 2)(17, 1)
640: (34, 2)(24, 0)(34, 0)(15, 4)(24, 2)(37, 2)(32, 2)(17, 2)
641: (34, 2)(23, 0)(34, 0)(15, 4)(24, 2)(37, 2)(32, 2)(17, 2)
642: (34, 2)(23, 0)(34, 0)(14, 4)(25, 2)(37, 2)(32, 2)(17, 2)
643: (34, 2)(23, 0)(33, 0)(14, 4)(25, 2)(37, 2)(32, 2)(17, 2)
644: (34, 2)(22, 0)(33, 0)(14, 4)(25, 2)(37, 2)(32, 2)(17, 2)
645: (34, 2)(22, 0)(33, 0)(13, 4)(25, 1)(37, 2)(33, 2)(17, 2)
646: (34, 2)(22, 0)(32, 0)(13, 4)(25, 1)(37, 2)(33, 2)(17, 2)
647: (34, 2)(21, 0)(32, 0)(13, 4)(25, 1)(37, 2)(33, 2)(17, 2)
648: (34, 2)(21, 0)(32, 0)(13, 3)(25, 1)(38, 2)(34, 2)(17, 2)
649: (34, 2)(21, 0)(31, 0)(13, 3)(25, 1)(38, 2)(34, 2)(17, 2)
650: (34, 2)(20, 0)(31, 0)(13, 3)(25, 1)(38, 2)(34, 2)(17, 2)
651: (34, 2)(20, 0)(31, 0)(13, 3)(25, 1)(39, 2)(35, 2)(17, 2)
652: (33, 2)(20, 0)(30, 0)(13, 3)(25, 1)(39, 2)(35, 2)(17, 2)
653: (33, 2)(19, 0)(30, 0)(13, 3)(25, 1)(39, 2)(35, 2)(18, 2)
654: (33, 2)(19, 0)(30, 0)(13, 3)(25, 1)(40, 2)(36, 2)(18, 2)
655: (33, 3)(19, 0)(29, 0)(13, 3)(25, 1)(40, 2)(36, 2)(18, 2)
656: (33, 3)(18, 0)(29, 0)(13, 3)(25, 1)(40, 2)(36, 2)(19, 2)
657: (33, 3)(18, 0)(29, 0)(13, 3)(25, 1)(41, 2)(37, 2)(19, 2)
658: (33, 3)(18, 0)(28, 0)(13, 3)(26, 1)(41, 2)(37, 2)(19, 2)
659: (33, 3)(17, 0)(28, 0)(13, 3)(26, 1)(41, 2)(37, 2)(20, 2)
660: (33, 3)(17, 0)(28, 0)(13, 3)(26, 1)(42, 2)(38, 2)(20, 2)
661: (33, 3)(17, 0)(27, 0)(12, 3)(27, 1)(42, 2)(38, 2)(20, 2)
662: (33, 3)(16, 0)(27, 0)(12, 3)(27, 1)(42, 2)(38, 2)(21, 2)
663: (33, 3)(16, 0)(27, 0)(12, 3)(27, 1)(43, 2)(39, 2)(21, 2)
664: (33, 3)(16, 0)(26, 0)(11, 3)(28, 1)(43, 2)(39, 2)(21, 2)
665: (33, 3)(15, 0)(26, 0)(11, 3)(28, 1)(43, 2)(39, 2)(21, 3)
666: (33, 3)(15, 0)(26, 0)(11, 3)(28, 1)(44, 2)(40, 2)(21, 3)
667: (33, 3)(15, 0)(25, 0)(10, 3)(29, 1)(44, 2)(40, 2)(21, 3)
668: (32, 3)(14, 0)(25, 0)(10, 3)(29, 1)(44, 2)(40, 2)(21, 3)
669: (32, 3)(14, 0)(25, 0)(10, 3)(29, 1)(45, 2)(41, 2)(21, 3)
670: (32, 3)(14, 0)(24, 0)(10, 4)(29, 2)(45, 2)(41, 2)(21, 3)
671: (32, 4)(13, 0)(24, 0)(10, 4)(29, 2)(45, 2)(41, 2)(21, 3)
672: (32, 4)(13, 0)(24, 0)(10, 4)(29, 2)(46, 2)(42, 2)(21, 3)
673: (32, 4)(13, 0)(23, 0)(10, 4)(29, 2)(46, 2)(42, 2)(21, 3)
674: (32, 4)(12, 0)(23, 0)(10, 4)(29, 2)(46, 2)(42, 2)(21, 3)
675: (32, 4)(12, 0)(23, 0)(10, 4)(29, 2)(47, 2)(42, 1)(21, 3)
676: (32, 4)(12, 0)(22, 0)(10, 4)(29, 2)(47, 2)(42, 1)(21, 3)
677: (32, 4)(11, 0)(22, 0)(10, 4)(29, 2)(47, 2)(42, 1)(21, 3)
678: (32, 4)(11, 0)(22, 0)(10, 4)(29, 2)(48, 2)(42, 1)(22, 3)
679: (32, 4)(11, 0)(21, 0)(10, 4)(29, 2)(48, 2)(42, 1)(22, 3)
680: (32, 4)(10, 0)(21, 0)(10, 4)(29, 2)(48, 2)(42, 1)(22, 3)
681: (32, 4)(10, 0)(21, 0)(10, 4)(29, 2)(48, 1)(42, 1)(23, 3)
682: (32, 4)(10, 0)(20, 0)(10, 4)(29, 2)(48, 1)(42, 1)(23, 3)
683: (32, 4)(9, 0)(20, 0)(9, 4)(30, 2)(48, 1)(42, 1)(23, 3)
684: (31, 4)(9, 0)(20, 0)(9, 4)(30, 2)(48, 1)(42, 1)(24, 3)
685: (31, 4)(9, 0)(19, 0)(9, 4)(30, 2)(48, 1)(42, 1)(24, 3)
686: (31, 4)(8, 0)(19, 0)(8, 4)(31, 2)(48, 1)(42, 1)(24, 3)
687: (31, 5)(8, 0)(19, 0)(8, 4)(31, 2)(48, 1)(42, 1)(25, 3)
688: (31, 5)(8, 0)(18, 0)(8, 4)(31, 2)(48, 1)(43, 1)(25, 3)
689: (31, 5)(7, 0)(18, 0)(8, 3)(31, 1)(48, 1)(43, 1)(25, 3)
690: (31, 5)(7, 0)(18, 0)(8, 3)(31, 1)(48, 1)(43, 1)(25, 4)
691: (31, 5)(7, 0)(17, 0)(8, 3)(31, 1)(48, 1)(43, 0)(25, 4)
692: (31, 5)(6, 0)(17, 0)(8, 3)(31, 1)(48, 1)(43, 0)(25, 4)
693: (31, 5)(6, 0)(17, 0)(8, 3)(31, 1)(48, 1)(43, 0)(25, 4)
694: (31, 5)(6, 0)(16, 0)(8, 3)(31, 1)(49, 1)(43, 0)(25, 4)
695: (31, 5)(5, 0)(16, 0)(8, 3)(31, 1)(49, 1)(43, 0)(25, 4)
696: (31, 5)(5, 0)(16, 0)(8, 3)(31, 1)(49, 1)(43, 0)(25, 4)
697: (31, 5)(5, 0)(15, 0)(8, 3)(31, 1)(49, 0)(43, 0)(25, 4)
698: (31, 5)(4, 0)(15, 0)(8, 3)(31, 1)(49, 0)(43, 0)(25, 4)
699: (31, 5)(4, 0)(15, 0)(8, 3)(31, 1)(49, 0)(43, 0)(25, 4)
700: (30, 5)(4, 0)(14, 0)(8, 3)(31, 1)(49, 0)(43, 0)(25, 4)
701: (30, 5)(3, 0)(14, 0)(8, 3)(31, 1)(49, 0)(43, 0)(25, 4)
702: (30, 5)(3, 0)(14, 0)(7, 3)(32, 1)(49, 0)(43, 0)(25, 4)
703: (29, 5)(3, 0)(13, 0)(7, 3)(32, 1)(49, 0)(43, 0)(26, 4)
704: (29, 5)(2, 0)(13, 0)(7, 3)(32, 1)(49, 0)(42, 0)(26, 4)
705: (29, 5)(2, 0)(13, 0)(7, 4)(33, 1)(49, 0)(42, 0)(26, 4)
706: (28, 5)(2, 0)(12, 0)(7, 4)(33, 1)(49, 0)(42, 0)(27, 4)
707: (28, 5)(1, 0)(12, 0)(7, 4)(33, 1)(49, 0)(41, 0)(27, 4)
708: (28, 5)(1, 0)(12, 0)(7, 4)(33, 2)(49, 0)(41, 0)(27, 4)
709: (27, 5)(1, 0)(11, 0)(7, 4)(33, 2)(49, 0)(41, 0)(28, 4)
710: (27, 5)(0, 0)(11, 0)(7, 4)(33, 2)(48, 0)(40, 0)(28, 4)
711: (27, 5)(0, 0)(11, 0)(7, 4)(33, 2)(48, 0)(40, 0)(28, 4)
712: (26, 5)(0, 0)(10, 0)(7, 4)(33, 2)(48, 0)(40, 0)(29, 4)
713: (26, 5)(0, 1)(10, 0)(7, 4)(33, 2)(47, 0)(39, 0)(29, 4)
714: (26, 5)(0, 1)(10, 0)(7, 4)(33, 2)(47, 0)(39, 0)(29, 4)
715: (25, 5)(0, 1)(9, 0)(7, 4)(33, 2)(47, 0)(39, 0)(30, 4)
716: (25, 5)(0, 1)(9, 0)(7, 4)(33, 2)(46, 0)(38, 0)(30, 4)
717: (25, 5)(0, 1)(9, 0)(7, 4)(33, 2)(46, 0)(38, 0)(30, 4)
718: (24, 5)(0, 1)(8, 0)(6, 4)(33, 2)(46, 0)(38, 0)(31, 4)
719: (24, 5)(0, 1)(8, 0)(6, 4)(33, 2)(45, 0)(37, 0)(31, 4)
720: (24, 5)(0, 1)(8, 0)(6, 4)(33, 2)(45, 0)(37, 0)(31, 4)
721: (24, 4)(0, 1)(7, 0)(5, 4)(34, 2)(45, 0)(37, 0)(32, 4)
722: (24, 4)(0, 1)(7, 0)(5, 4)(34, 2)(44, 0)(36, 0)(32, 4)
723: (24, 4)(0, 1)(7, 0)(5, 4)(34, 2)(44, 0)(36, 0)(32, 4)
724: (24, 4)(0, 1)(6, 0)(5, 2)(35, 2)(44, 0)(36, 0)(33, 4)
725: (24, 4)(0, 1)(6, 0)(5, 2)(35, 2)(43, 0)(35, 0)(33, 4)
726: (24, 4)(1, 1)(6, 0)(5, 2)(35, 2)(43, 0)(35, 0)(33, 4)
727: (24, 4)(1, 1)(5, 0)(5, 2)(36, 2)(43, 0)(35, 0)(34, 4)
728: (24, 4)(1, 1)(5, 0)(5, 2)(36, 2)(42, 0)(34, 0)(34, 4)
729: (24, 4)(2, 1)(5, 0)(5, 2)(36, 2)(42, 0)(34, 0)(34, 4)
730: (24, 4)(2, 1)(4, 0)(5, 2)(37, 2)(42, 0)(34, 0)(35, 4)
731: (24, 4)(2, 1)(4, 0)(5, 2)(37, 2)(41, 0)(33, 0)(35, 4)
732: (24, 4)(3, 1)(4, 0)(5, 2)(37, 2)(41, 0)(33, 0)(35, 4)
733: (24, 4)(3, 1)(3, 0)(5, 2)(38, 2)(41, 0)(33, 0)(35, 5)
734: (23, 4)(3, 1)(3, 0)(5, 2)(38, 2)(40, 0)(32, 0)(35, 5)
735: (23, 4)(4, 1)(3, 0)(5, 2)(38, 2)(40, 0)(32, 0)(35, 5)
736: (23, 4)(4, 1)(3, 1)(5, 2)(39, 2)(40, 0)(32, 0)(35, 5)
737: (22, 4)(4, 1)(3, 1)(4, 2)(39, 2)(39, 0)(31, 0)(35, 5)
738: (22, 4)(5, 1)(3, 1)(4, 2)(39, 2)(39, 0)(31, 0)(35, 5)
739: (22, 4)(5, 1)(3, 1)(4, 2)(40, 2)(39, 0)(31, 0)(35, 5)
740: (21, 4)(5, 1)(3, 1)(3, 2)(40, 2)(38, 0)(30, 0)(35, 5)
741: (21, 4)(6, 1)(3, 1)(3, 2)(40, 2)(38, 0)(30, 0)(35, 5)
742: (21, 4)(6, 1)(3, 1)(3, 2)(40, 1)(38, 0)(30, 0)(35, 5)
743: (20, 4)(6, 1)(3, 1)(2, 2)(40, 1)(37, 0)(29, 0)(35, 5)
744: (20, 4)(7, 1)(3, 1)(2, 2)(40, 1)(37, 0)(29, 0)(35, 5)
745: (20, 4)(7, 1)(3, 1)(2, 2)(40, 1)(37, 0)(29, 0)(35, 5)
746: (20, 2)(7, 1)(3, 1)(2, 1)(40, 1)(36, 0)(28, 0)(36, 5)
747: (20, 2)(8, 1)(3, 1)(2, 1)(40, 1)(36, 0)(28, 0)(36, 5)
748: (20, 2)(8, 1)(3, 1)(2, 1)(40, 1)(36, 0)(28, 0)(36, 5)
749: (20, 2)(8, 1)(4, 1)(2, 1)(40, 1)(35, 0)(27, 0)(37, 5)
750: (20, 2)(9, 1)(4, 1)(2, 1)(40, 1)(35, 0)(27, 0)(37, 5)
751: (20, 2)(9, 1)(4, 1)(2, 1)(40, 1)(35, 0)(27, 0)(37, 5)
752: (20, 2)(9, 1)(5, 1)(2, 1)(40, 1)(34, 0)(26, 0)(37, 4)
753: (20, 2)(10, 1)(5, 1)(2, 1)(40, 1)(34, 0)(26, 0)(37, 4)
754: (20, 2)(10, 1)(5, 1)(2, 1)(40, 1)(34, 0)(26, 0)(37, 4)
755: (20, 2)(10, 1)(6, 1)(2, 1)(41, 1)(33, 0)(25, 0)(37, 4)
756: (20, 2)(11, 1)(6, 1)(2, 1)(41, 1)(33, 0)(25, 0)(37, 4)
757: (20, 2)(11, 1)(6, 1)(2, 1)(41, 1)(33, 0)(25, 0)(37, 4)
758: (20, 2)(11, 1)(7, 1)(2, 1)(42, 1)(32, 0)(24, 0)(37, 4)
759: (19, 2)(12, 1)(7, 1)(1, 1)(42, 1)(32, 0)(24, 0)(37, 4)
760: (19, 2)(12, 1)(7, 1)(1, 1)(42, 1)(32, 0)(24, 0)(37, 4)
761: (19, 2)(12, 1)(8, 1)(1, 1)(43, 1)(31, 0)(23, 0)(37, 4)
762: (18, 2)(13, 1)(8, 1)(1, 0)(43, 1)(31, 0)(23, 0)(37, 4)
763: (18, 2)(13, 1)(8, 1)(1, 0)(43, 1)(31, 0)(23, 0)(37, 4)
764: (18, 2)(13, 1)(8, 2)(1, 0)(44, 1)(30, 0)(22, 0)(37, 4)
765: (17, 2)(14, 1)(8, 2)(1, 0)(44, 1)(30, 0)(22, 0)(38, 4)
766: (17, 2)(14, 1)(8, 2)(1, 0)(44, 1)(30, 0)(22, 0)(38, 4)
767: (17, 2)(14, 1)(8, 2)(1, 0)(45, 1)(29, 0)(21, 0)(38, 4)
768: (17, 3)(14, 2)(8, 2)(1, 0)(45, 1)(29, 0)(21, 0)(38, 3)
769: (17, 3)(14, 2)(8, 2)(1, 0)(45, 1)(29, 0)(21, 0)(38, 3)
770: (17, 3)(14, 2)(8, 2)(1, 0)(46, 1)(28, 0)(20, 0)(38, 3)
771: (17, 3)(14, 2)(8, 2)(1, 0)(46, 1)(28, 0)(20, 0)(38, 3)
772: (17, 3)(14, 2)(8, 2)(1, 0)(46, 1)(28, 0)(20, 0)(38, 3)
773: (17, 3)(14, 2)(8, 2)(1, 0)(46, 0)(27, 0)(19, 0)(38, 3)
774: (17, 3)(14, 2)(8, 2)(1, 0)(46, 0)(27, 0)(19, 0)(38, 3)
775: (17, 3)(14, 2)(8, 2)(1, 1)(46, 0)(27, 0)(19, 0)(38, 3)
776: (17, 3)(14, 2)(8, 2)(1, 1)(46, 0)(26, 0)(18, 0)(38, 3)
777: (17, 3)(14, 2)(9, 2)(1, 1)(46, 0)(26, 0)(18, 0)(38, 3)
778: (17, 3)(14, 2)(9, 2)(1, 1)(46, 0)(26, 0)(18, 0)(38, 3)
779: (17, 3)(14, 2)(9, 2)(1, 1)(46, 0)(25, 0)(17, 0)(38, 3)
780: (17, 3)(14, 2)(10, 2)(1, 1)(46, 0)(25, 0)(17, 0)(38, 3)
781: (16, 3)(15, 2)(10, 2)(1, 1)(46, 0)(25, 0)(17, 0)(39, 3)
782: (16, 3)(15, 2)(10, 2)(1, 1)(46, 0)(24, 0)(16, 0)(39, 3)
783: (16, 3)(15, 2)(10, 3)(1, 1)(46, 0)(24, 0)(16, 0)(39, 3)
784: (16, 4)(15, 4)(10, 3)(1, 1)(46, 0)(24, 0)(16, 0)(40, 3)
785: (16, 4)(15, 4)(10, 3)(1, 1)(46, 0)(23, 0)(15, 0)(40, 3)
786: (16, 4)(15, 4)(10, 3)(1, 1)(47, 0)(23, 0)(15, 0)(40, 3)
787: (16, 4)(15, 4)(10, 3)(1, 1)(47, 0)(23, 0)(15, 0)(41, 3)
788: (16, 4)(15, 4)(10, 3)(2, 1)(47, 0)(22, 0)(14, 0)(41, 3)
789: (16, 4)(15, 4)(10, 3)(2, 1)(48, 0)(22, 0)(14, 0)(41, 3)
790: (16, 4)(15, 4)(10, 3)(2, 1)(48, 0)(22, 0)(14, 0)(41, 1)
791: (16, 4)(15, 4)(10, 3)(3, 1)(48, 0)(21, 0)(13, 0)(41, 1)
792: (16, 4)(15, 4)(10, 3)(3, 1)(49, 0)(21, 0)(13, 0)(41, 1)
793: (16, 4)(15, 4)(10, 3)(3, 1)(49, 0)(21, 0)(13, 0)(41, 1)
794: (16, 4)(15, 4)(10, 3)(4, 1)(49, 0)(20, 0)(12, 0)(41, 1)
795: (16, 4)(15, 4)(10, 3)(4, 1)(49, 1)(20, 0)(12, 0)(41, 1)
796: (16, 4)(15, 4)(11, 3)(4, 1)(49, 1)(20, 0)(12, 0)(41, 1)
797: (15, 4)(16, 4)(11, 3)(5, 1)(49, 1)(19, 0)(11, 0)(41, 1)
798: (15, 4)(16, 4)(11, 3)(5, 1)(49, 1)(19, 0)(11, 0)(41, 1)
799: (15, 4)(16, 4)(12, 3)(5, 1)(49, 1)(19, 0)(11, 0)(41, 1)
800: (15, 3)(16, 3)(12, 3)(5, 3)(49, 1)(18, 0)(10, 0)(41, 1)
801: (15, 3)(16, 3)(12, 3)(5, 3)(49, 1)(18, 0)(10, 0)(41, 1)
802: (15, 3)(16, 3)(12, 2)(5, 3)(49, 1)(18, 0)(10, 0)(41, 1)
803: (15, 3)(16, 3)(12, 2)(5, 3)(49, 1)(17, 0)(9, 0)(42, 1)
804: (15, 3)(16, 3)(12, 2)(5, 3)(49, 1)(17, 0)(9, 0)(42, 1)
805: (15, 3)(16, 3)(12, 2)(5, 3)(49, 1)(17, 0)(9, 0)(42, 1)
806: (15, 3)(16, 3)(12, 2)(5, 3)(49, 1)(16, 0)(8, 0)(43, 1)
807: (15, 3)(16, 3)(12, 2)(5, 3)(49, 1)(16, 0)(8, 0)(43, 1)
808: (15, 3)(16, 3)(12, 2)(5, 3)(48, 1)(16, 0)(8, 0)(43, 1)
809: (15, 3)(16, 3)(12, 2)(5, 3)(48, 1)(15, 0)(7, 0)(44, 1)
810: (15, 3)(16, 3)(12, 2)(5, 3)(48, 1)(15, 0)(7, 0)(44, 1)
811: (15, 3)(16, 3)(12, 2)(5, 3)(47, 1)(15, 0)(7, 0)(44, 1)
812: (15, 3)(16, 3)(12, 2)(5, 3)(47, 1)(14, 0)(6, 0)(45, 1)
813: (14, 3)(17, 3)(12, 2)(6, 3)(47, 1)(14, 0)(6, 0)(45, 1)
814: (14, 3)(17, 3)(12, 2)(6, 3)(46, 1)(14, 0)(6, 0)(45, 1)
815: (14, 3)(17, 3)(13, 2)(6, 3)(46, 1)(13, 0)(5, 0)(45, 0)
816: (14, 4)(18, 3)(13, 2)(6, 2)(46, 1)(13, 0)(5, 0)(45, 0)
817: (14, 4)(18, 3)(13, 2)(6, 2)(45, 1)(13, 0)(5, 0)(45, 0)
818: (14, 4)(18, 3)(14, 2)(6, 2)(45, 1)(12, 0)(4, 0)(45, 0)
